team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over,Team,Opponent,is_winner,is_toss_winner,team_role,toss_advantage,high_pressure_match
Rajasthan Royals,Sunrisers Hyderabad,2018-04-09,Sunrisers Hyderabad,field,Sunrisers Hyderabad,S Dhawan,Rajiv Gandhi International Stadium,Hyderabad,"AM Rahane, DJM Short, SV Samson, BA Stokes, RA Tripathi, JC Buttler, K Gowtham, S Gopal, DS Kulkarni, JD Unadkat, B Laughlin","WP Saha, S Dhawan, KS Williamson, MK Pandey, DJ Hooda, YK Pathan, Shakib Al Hasan, Rashid Khan, B Kumar, B Stanlake, S Kaul",2018,4,League,wickets,9.0,126.0,20.0,N,Sunrisers Hyderabad,Rajasthan Royals,1,1,Chasing,1,1
Kolkata Knight Riders,Chennai Super Kings,2018-04-10,Chennai Super Kings,field,Chennai Super Kings,SW Billings,MA Chidambaram Stadium,Chennai,"CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, RK Singh, AD Russell, TK Curran, R Vinay Kumar, Kuldeep Yadav, PP Chawla","SR Watson, AT Rayudu, SK Raina, MS Dhoni, SW Billings, RA Jadeja, DJ Bravo, DL Chahar, Harbhajan Singh, SN Thakur, Imran Tahir",2018,5,League,wickets,5.0,203.0,20.0,N,Chennai Super Kings,Kolkata Knight Riders,1,1,Chasing,1,1
Rajasthan Royals,Delhi Capitals,2018-04-11,Delhi Capitals,field,Rajasthan Royals,SV Samson,Sawai Mansingh Stadium,Jaipur,"AM Rahane, DJM Short, BA Stokes, SV Samson, JC Buttler, RA Tripathi, K Gowtham, S Gopal, DS Kulkarni, JD Unadkat, B Laughlin","GJ Maxwell, C Munro, RR Pant, CH Morris, V Shankar, SS Iyer, G Gambhir, R Tewatia, S Nadeem, TA Boult, Mohammed Shami",2018,6,League,runs,10.0,71.0,6.0,N,Delhi Capitals,Rajasthan Royals,0,1,Chasing,0,0
Mumbai Indians,Sunrisers Hyderabad,2018-04-12,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Rashid Khan,Rajiv Gandhi International Stadium,Hyderabad,"RG Sharma, E Lewis, Ishan Kishan, SA Yadav, KH Pandya, KA Pollard, BCJ Cutting, PJ Sangwan, M Markande, JJ Bumrah, Mustafizur Rahman","WP Saha, S Dhawan, KS Williamson, MK Pandey, Shakib Al Hasan, DJ Hooda, YK Pathan, Rashid Khan, S Kaul, Sandeep Sharma, B Stanlake",2018,7,League,wickets,1.0,148.0,20.0,N,Sunrisers Hyderabad,Mumbai Indians,1,1,Chasing,1,1
Punjab Kings,Royal Challengers Bengaluru,2018-04-13,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,UT Yadav,M.Chinnaswamy Stadium,Bengaluru,"KL Rahul, MA Agarwal, AJ Finch, Yuvraj Singh, KK Nair, MP Stoinis, AR Patel, R Ashwin, AJ Tye, MM Sharma, Mujeeb Ur Rahman","Q de Kock, BB McCullum, V Kohli, AB de Villiers, SN Khan, Mandeep Singh, CR Woakes, Washington Sundar, UT Yadav, K Khejroliya, YS Chahal",2018,8,League,wickets,4.0,156.0,20.0,N,Royal Challengers Bengaluru,Punjab Kings,1,1,Chasing,1,1
Mumbai Indians,Delhi Capitals,2018-04-14,Delhi Capitals,field,Delhi Capitals,JJ Roy,Wankhede Stadium,Mumbai,"SA Yadav, E Lewis, Ishan Kishan, RG Sharma, KA Pollard, KH Pandya, HH Pandya, A Dananjaya, M Markande, JJ Bumrah, Mustafizur Rahman","JJ Roy, G Gambhir, RR Pant, GJ Maxwell, SS Iyer, V Shankar, DT Christian, R Tewatia, S Nadeem, Mohammed Shami, TA Boult",2018,9,League,wickets,7.0,195.0,20.0,N,Delhi Capitals,Mumbai Indians,1,1,Chasing,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,2018-04-14,Sunrisers Hyderabad,field,Sunrisers Hyderabad,B Stanlake,Eden Gardens,Kolkata,"RV Uthappa, CA Lynn, N Rana, SP Narine, KD Karthik, AD Russell, Shubman Gill, Shivam Mavi, MG Johnson, PP Chawla, Kuldeep Yadav","WP Saha, S Dhawan, KS Williamson, MK Pandey, Shakib Al Hasan, DJ Hooda, YK Pathan, B Kumar, Rashid Khan, S Kaul, B Stanlake",2018,10,League,wickets,5.0,139.0,20.0,N,Sunrisers Hyderabad,Kolkata Knight Riders,1,1,Chasing,1,1
Rajasthan Royals,Royal Challengers Bengaluru,2018-04-15,Royal Challengers Bengaluru,field,Rajasthan Royals,SV Samson,M.Chinnaswamy Stadium,Bengaluru,"AM Rahane, DJM Short, SV Samson, BA Stokes, JC Buttler, RA Tripathi, K Gowtham, S Gopal, DS Kulkarni, JD Unadkat, B Laughlin","BB McCullum, Q de Kock, V Kohli, AB de Villiers, Mandeep Singh, P Negi, Washington Sundar, CR Woakes, UT Yadav, K Khejroliya, YS Chahal",2018,11,League,runs,19.0,218.0,20.0,N,Royal Challengers Bengaluru,Rajasthan Royals,0,1,Chasing,0,0
Punjab Kings,Chennai Super Kings,2018-04-15,Chennai Super Kings,field,Punjab Kings,CH Gayle,Punjab Cricket Association IS Bindra Stadium,Chandigarh,"KL Rahul, CH Gayle, MA Agarwal, Yuvraj Singh, AJ Finch, KK Nair, R Ashwin, AJ Tye, BB Sran, MM Sharma, Mujeeb Ur Rahman","SR Watson, M Vijay, AT Rayudu, SW Billings, MS Dhoni, RA Jadeja, DJ Bravo, DL Chahar, Harbhajan Singh, SN Thakur, Imran Tahir",2018,12,League,runs,4.0,198.0,20.0,N,Chennai Super Kings,Punjab Kings,0,1,Chasing,0,0
Kolkata Knight Riders,Delhi Capitals,2018-04-16,Delhi Capitals,field,Kolkata Knight Riders,N Rana,Eden Gardens,Kolkata,"CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, AD Russell, Shubman Gill, TK Curran, PP Chawla, Shivam Mavi, Kuldeep Yadav","G Gambhir, JJ Roy, SS Iyer, RR Pant, GJ Maxwell, R Tewatia, V Shankar, CH Morris, Mohammed Shami, S Nadeem, TA Boult",2018,13,League,runs,71.0,201.0,20.0,N,Delhi Capitals,Kolkata Knight Riders,0,1,Chasing,0,0
Mumbai Indians,Royal Challengers Bengaluru,2018-04-17,Royal Challengers Bengaluru,field,Mumbai Indians,RG Sharma,Wankhede Stadium,Mumbai,"SA Yadav, E Lewis, Ishan Kishan, RG Sharma, KH Pandya, KA Pollard, HH Pandya, MJ McClenaghan, M Markande, JJ Bumrah, Mustafizur Rahman","V Kohli, Q de Kock, AB de Villiers, Mandeep Singh, CJ Anderson, Washington Sundar, SN Khan, CR Woakes, UT Yadav, Mohammed Siraj, YS Chahal",2018,14,League,runs,46.0,214.0,20.0,N,Royal Challengers Bengaluru,Mumbai Indians,0,1,Chasing,0,0
Rajasthan Royals,Kolkata Knight Riders,2018-04-18,Kolkata Knight Riders,field,Kolkata Knight Riders,N Rana,Sawai Mansingh Stadium,Jaipur,"AM Rahane, DJM Short, SV Samson, RA Tripathi, BA Stokes, JC Buttler, K Gowtham, S Gopal, DS Kulkarni, JD Unadkat, B Laughlin","SP Narine, CA Lynn, RV Uthappa, N Rana, KD Karthik, AD Russell, Shubman Gill, TK Curran, PP Chawla, Shivam Mavi, Kuldeep Yadav",2018,15,League,wickets,7.0,161.0,20.0,N,Kolkata Knight Riders,Rajasthan Royals,1,1,Chasing,1,1
Punjab Kings,Sunrisers Hyderabad,2018-04-19,Punjab Kings,bat,Punjab Kings,CH Gayle,Punjab Cricket Association IS Bindra Stadium,Chandigarh,"KL Rahul, CH Gayle, MA Agarwal, KK Nair, AJ Finch, Yuvraj Singh, R Ashwin, AJ Tye, BB Sran, MM Sharma, Mujeeb Ur Rahman","WP Saha, S Dhawan, KS Williamson, YK Pathan, MK Pandey, DJ Hooda, Shakib Al Hasan, CJ Jordan, B Kumar, Rashid Khan, S Kaul",2018,16,League,runs,15.0,194.0,20.0,N,Sunrisers Hyderabad,Punjab Kings,0,0,Chasing,0,0
Chennai Super Kings,Rajasthan Royals,2018-04-20,Rajasthan Royals,field,Chennai Super Kings,SR Watson,Maharashtra Cricket Association Stadium,Pune,"SR Watson, AT Rayudu, SK Raina, MS Dhoni, SW Billings, DJ Bravo, RA Jadeja, DL Chahar, KV Sharma, SN Thakur, Imran Tahir","AM Rahane, H Klaasen, SV Samson, BA Stokes, JC Buttler, RA Tripathi, STR Binny, K Gowtham, S Gopal, JD Unadkat, B Laughlin",2018,17,League,runs,64.0,205.0,20.0,N,Rajasthan Royals,Chennai Super Kings,0,1,Chasing,0,0
Delhi Capitals,Royal Challengers Bengaluru,2018-04-21,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,AB de Villiers,M.Chinnaswamy Stadium,Bengaluru,"JJ Roy, G Gambhir, SS Iyer, RR Pant, GJ Maxwell, R Tewatia, CH Morris, V Shankar, S Nadeem, HV Patel, TA Boult","Q de Kock, M Vohra, V Kohli, AB de Villiers, CJ Anderson, Mandeep Singh, Washington Sundar, CR Woakes, UT Yadav, Mohammed Siraj, YS Chahal",2018,18,League,wickets,9.0,125.0,13.0,N,Royal Challengers Bengaluru,Delhi Capitals,1,1,Chasing,1,1
Kolkata Knight Riders,Punjab Kings,2018-04-21,Punjab Kings,field,Punjab Kings,KL Rahul,Eden Gardens,Kolkata,"CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, AD Russell, Shubman Gill, TK Curran, PP Chawla, Shivam Mavi, Kuldeep Yadav","KL Rahul, CH Gayle, MA Agarwal, KK Nair, AJ Finch, Yuvraj Singh, R Ashwin, AJ Tye, BB Sran, Mujeeb Ur Rahman, AS Rajpoot",2018,19,League,wickets,6.0,175.0,20.0,N,Punjab Kings,Kolkata Knight Riders,1,1,Chasing,1,1
Mumbai Indians,Rajasthan Royals,2018-04-22,Mumbai Indians,bat,Rajasthan Royals,JC Archer,Sawai Mansingh Stadium,Jaipur,"SA Yadav, E Lewis, Ishan Kishan, KA Pollard, RG Sharma, KH Pandya, HH Pandya, MJ McClenaghan, M Markande, JJ Bumrah, Mustafizur Rahman","AM Rahane, RA Tripathi, SV Samson, BA Stokes, JC Buttler, H Klaasen, JC Archer, K Gowtham, JD Unadkat, DS Kulkarni, S Gopal",2018,20,League,runs,4.0,183.0,20.0,N,Rajasthan Royals,Mumbai Indians,1,0,Chasing,0,1
Chennai Super Kings,Sunrisers Hyderabad,2018-04-22,Sunrisers Hyderabad,field,Chennai Super Kings,AT Rayudu,Rajiv Gandhi International Stadium,Hyderabad,"SR Watson, F du Plessis, SK Raina, AT Rayudu, MS Dhoni, SW Billings, DJ Bravo, RA Jadeja, DL Chahar, KV Sharma, SN Thakur","RK Bhui, KS Williamson, MK Pandey, DJ Hooda, Shakib Al Hasan, YK Pathan, WP Saha, Rashid Khan, B Kumar, B Stanlake, S Kaul",2018,21,League,wickets,3.0,168.0,20.0,N,Sunrisers Hyderabad,Chennai Super Kings,0,1,Chasing,0,0
Punjab Kings,Delhi Capitals,2018-04-23,Delhi Capitals,field,Punjab Kings,AS Rajpoot,Arun Jaitley Stadium,Delhi,"KL Rahul, AJ Finch, MA Agarwal, KK Nair, Yuvraj Singh, DA Miller, R Ashwin, AJ Tye, BB Sran, AS Rajpoot, Mujeeb Ur Rahman","PP Shaw, G Gambhir, GJ Maxwell, SS Iyer, RR Pant, DT Christian, R Tewatia, LE Plunkett, A Mishra, Avesh Khan, TA Boult",2018,22,League,runs,4.0,144.0,20.0,N,Delhi Capitals,Punjab Kings,0,1,Chasing,0,0
Sunrisers Hyderabad,Mumbai Indians,2018-04-24,Mumbai Indians,field,Sunrisers Hyderabad,Rashid Khan,Wankhede Stadium,Mumbai,"S Dhawan, KS Williamson, WP Saha, MK Pandey, Shakib Al Hasan, YK Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, S Kaul, Sandeep Sharma","SA Yadav, E Lewis, Ishan Kishan, RG Sharma, KH Pandya, KA Pollard, HH Pandya, MJ McClenaghan, M Markande, JJ Bumrah, Mustafizur Rahman",2018,23,League,runs,31.0,119.0,20.0,N,Mumbai Indians,Sunrisers Hyderabad,0,1,Chasing,0,0
Royal Challengers Bengaluru,Chennai Super Kings,2018-04-25,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,M.Chinnaswamy Stadium,Bengaluru,"Q de Kock, V Kohli, AB de Villiers, CJ Anderson, Mandeep Singh, C de Grandhomme, P Negi, Washington Sundar, UT Yadav, Mohammed Siraj, YS Chahal","SR Watson, AT Rayudu, SK Raina, SW Billings, RA Jadeja, MS Dhoni, DJ Bravo, Harbhajan Singh, DL Chahar, SN Thakur, Imran Tahir",2018,24,League,wickets,5.0,206.0,20.0,N,Chennai Super Kings,Royal Challengers Bengaluru,1,1,Chasing,1,1
Sunrisers Hyderabad,Punjab Kings,2018-04-26,Punjab Kings,field,Sunrisers Hyderabad,AS Rajpoot,Rajiv Gandhi International Stadium,Hyderabad,"S Dhawan, KS Williamson, WP Saha, MK Pandey, Shakib Al Hasan, YK Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, S Kaul, Sandeep Sharma","KL Rahul, CH Gayle, MA Agarwal, KK Nair, AJ Finch, MK Tiwary, R Ashwin, AJ Tye, BB Sran, AS Rajpoot, Mujeeb Ur Rahman",2018,25,League,runs,13.0,133.0,20.0,N,Punjab Kings,Sunrisers Hyderabad,0,1,Chasing,0,0
Delhi Capitals,Kolkata Knight Riders,2018-04-27,Kolkata Knight Riders,field,Delhi Capitals,SS Iyer,Arun Jaitley Stadium,Delhi,"PP Shaw, C Munro, SS Iyer, RR Pant, GJ Maxwell, V Shankar, R Tewatia, LE Plunkett, A Mishra, Avesh Khan, TA Boult","CA Lynn, SP Narine, RV Uthappa, N Rana, KD Karthik, Shubman Gill, AD Russell, Shivam Mavi, PP Chawla, MG Johnson, Kuldeep Yadav",2018,26,League,runs,55.0,220.0,20.0,N,Kolkata Knight Riders,Delhi Capitals,0,1,Chasing,0,0
Chennai Super Kings,Mumbai Indians,2018-04-28,Mumbai Indians,field,Mumbai Indians,RG Sharma,Maharashtra Cricket Association Stadium,Pune,"SR Watson, AT Rayudu, SK Raina, MS Dhoni, DJ Bravo, SW Billings, RA Jadeja, Harbhajan Singh, DL Chahar, SN Thakur, Imran Tahir","SA Yadav, E Lewis, RG Sharma, HH Pandya, Ishan Kishan, JP Duminy, KH Pandya, BCJ Cutting, MJ McClenaghan, M Markande, JJ Bumrah",2018,27,League,wickets,8.0,170.0,20.0,N,Mumbai Indians,Chennai Super Kings,1,1,Chasing,1,1
Sunrisers Hyderabad,Rajasthan Royals,2018-04-29,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,KS Williamson,Sawai Mansingh Stadium,Jaipur,"AD Hales, S Dhawan, KS Williamson, MK Pandey, Shakib Al Hasan, YK Pathan, WP Saha, Rashid Khan, Basil Thampi, Sandeep Sharma, S Kaul","AM Rahane, RA Tripathi, SV Samson, BA Stokes, JC Buttler, MK Lomror, K Gowtham, JC Archer, DS Kulkarni, IS Sodhi, JD Unadkat",2018,28,League,runs,11.0,152.0,20.0,N,Rajasthan Royals,Sunrisers Hyderabad,0,0,Chasing,0,0
Royal Challengers Bengaluru,Kolkata Knight Riders,2018-04-29,Kolkata Knight Riders,field,Kolkata Knight Riders,CA Lynn,M.Chinnaswamy Stadium,Bengaluru,"Q de Kock, BB McCullum, V Kohli, M Vohra, Mandeep Singh, C de Grandhomme, M Ashwin, TG Southee, UT Yadav, YS Chahal, Mohammed Siraj","CA Lynn, SP Narine, RV Uthappa, N Rana, AD Russell, KD Karthik, Shubman Gill, Shivam Mavi, PP Chawla, MG Johnson, Kuldeep Yadav",2018,29,League,wickets,6.0,176.0,20.0,N,Kolkata Knight Riders,Royal Challengers Bengaluru,1,1,Chasing,1,1
Chennai Super Kings,Delhi Capitals,2018-04-30,Delhi Capitals,field,Chennai Super Kings,SR Watson,Maharashtra Cricket Association Stadium,Pune,"SR Watson, F du Plessis, SK Raina, AT Rayudu, MS Dhoni, RA Jadeja, DJ Bravo, KV Sharma, Harbhajan Singh, KM Asif, L Ngidi","PP Shaw, C Munro, SS Iyer, RR Pant, GJ Maxwell, V Shankar, R Tewatia, LE Plunkett, A Mishra, Avesh Khan, TA Boult",2018,30,League,runs,13.0,212.0,20.0,N,Delhi Capitals,Chennai Super Kings,0,1,Chasing,0,0
Royal Challengers Bengaluru,Mumbai Indians,2018-05-01,Mumbai Indians,field,Royal Challengers Bengaluru,TG Southee,M.Chinnaswamy Stadium,Bengaluru,"M Vohra, Q de Kock, BB McCullum, V Kohli, Mandeep Singh, C de Grandhomme, Washington Sundar, TG Southee, UT Yadav, YS Chahal, Mohammed Siraj","SA Yadav, Ishan Kishan, JP Duminy, RG Sharma, KA Pollard, HH Pandya, KH Pandya, BCJ Cutting, MJ McClenaghan, M Markande, JJ Bumrah",2018,31,League,runs,14.0,168.0,20.0,N,Mumbai Indians,Royal Challengers Bengaluru,0,1,Chasing,0,0
Delhi Capitals,Rajasthan Royals,2018-05-02,Rajasthan Royals,field,Delhi Capitals,RR Pant,Arun Jaitley Stadium,Delhi,"PP Shaw, C Munro, SS Iyer, RR Pant, GJ Maxwell, V Shankar, LE Plunkett, A Mishra, S Nadeem, Avesh Khan, TA Boult","DJM Short, JC Buttler, SV Samson, BA Stokes, RA Tripathi, K Gowtham, JC Archer, AM Rahane, JD Unadkat, DS Kulkarni, S Gopal",2018,32,League,runs,4.0,151.0,12.0,N,Rajasthan Royals,Delhi Capitals,0,1,Chasing,0,0
Chennai Super Kings,Kolkata Knight Riders,2018-05-03,Kolkata Knight Riders,field,Kolkata Knight Riders,SP Narine,Eden Gardens,Kolkata,"SR Watson, F du Plessis, SK Raina, AT Rayudu, MS Dhoni, RA Jadeja, KV Sharma, DJ Bravo, Harbhajan Singh, KM Asif, L Ngidi","CA Lynn, SP Narine, RV Uthappa, Shubman Gill, RK Singh, KD Karthik, AD Russell, Shivam Mavi, PP Chawla, MG Johnson, Kuldeep Yadav",2018,33,League,wickets,6.0,178.0,20.0,N,Kolkata Knight Riders,Chennai Super Kings,1,1,Chasing,1,1
Punjab Kings,Mumbai Indians,2018-05-04,Mumbai Indians,field,Mumbai Indians,SA Yadav,Holkar Cricket Stadium,Indore,"KL Rahul, CH Gayle, Yuvraj Singh, KK Nair, AR Patel, MP Stoinis, MA Agarwal, R Ashwin, AJ Tye, Mujeeb Ur Rahman, AS Rajpoot","SA Yadav, E Lewis, Ishan Kishan, HH Pandya, RG Sharma, KH Pandya, JP Duminy, BCJ Cutting, MJ McClenaghan, M Markande, JJ Bumrah",2018,34,League,wickets,6.0,175.0,20.0,N,Mumbai Indians,Punjab Kings,1,1,Chasing,1,1
Royal Challengers Bengaluru,Chennai Super Kings,2018-05-05,Chennai Super Kings,field,Chennai Super Kings,RA Jadeja,Maharashtra Cricket Association Stadium,Pune,"PA Patel, BB McCullum, V Kohli, AB de Villiers, Mandeep Singh, C de Grandhomme, M Ashwin, TG Southee, UT Yadav, Mohammed Siraj, YS Chahal","SR Watson, AT Rayudu, SK Raina, DR Shorey, MS Dhoni, DJ Bravo, RA Jadeja, DJ Willey, Harbhajan Singh, L Ngidi, SN Thakur",2018,35,League,wickets,6.0,128.0,20.0,N,Chennai Super Kings,Royal Challengers Bengaluru,1,1,Chasing,1,1
Delhi Capitals,Sunrisers Hyderabad,2018-05-05,Delhi Capitals,bat,Sunrisers Hyderabad,Rashid Khan,Rajiv Gandhi International Stadium,Hyderabad,"PP Shaw, GJ Maxwell, SS Iyer, RR Pant, NV Ojha, V Shankar, DT Christian, LE Plunkett, A Mishra, Avesh Khan, TA Boult","AD Hales, S Dhawan, KS Williamson, MK Pandey, YK Pathan, Shakib Al Hasan, WP Saha, B Kumar, Rashid Khan, S Kaul, Sandeep Sharma",2018,36,League,wickets,7.0,164.0,20.0,N,Sunrisers Hyderabad,Delhi Capitals,1,0,Chasing,0,1
Rajasthan Royals,Punjab Kings,2018-05-06,Punjab Kings,field,Punjab Kings,Mujeeb Ur Rahman,Holkar Cricket Stadium,Indore,"JC Buttler, DJM Short, AM Rahane, SV Samson, BA Stokes, RA Tripathi, JC Archer, K Gowtham, S Gopal, JD Unadkat, Anureet Singh","KL Rahul, CH Gayle, MA Agarwal, KK Nair, AR Patel, MP Stoinis, MK Tiwary, R Ashwin, Mujeeb Ur Rahman, AS Rajpoot, AJ Tye",2018,37,League,runs,13.0,182.0,20.0,N,Punjab Kings,Rajasthan Royals,1,1,Chasing,1,1
Mumbai Indians,Kolkata Knight Riders,2018-05-06,Kolkata Knight Riders,field,Mumbai Indians,HH Pandya,Wankhede Stadium,Mumbai,"SA Yadav, E Lewis, RG Sharma, HH Pandya, KH Pandya, JP Duminy, Ishan Kishan, BCJ Cutting, MJ McClenaghan, M Markande, JJ Bumrah","CA Lynn, Shubman Gill, RV Uthappa, N Rana, KD Karthik, AD Russell, SP Narine, PP Chawla, MG Johnson, M Prasidh Krishna, Kuldeep Yadav",2018,38,League,wickets,6.0,153.0,20.0,N,Kolkata Knight Riders,Mumbai Indians,0,1,Chasing,0,0
Sunrisers Hyderabad,Royal Challengers Bengaluru,2018-05-07,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,KS Williamson,Rajiv Gandhi International Stadium,Hyderabad,"AD Hales, S Dhawan, KS Williamson, MK Pandey, Shakib Al Hasan, YK Pathan, WP Saha, Rashid Khan, B Kumar, S Kaul, Sandeep Sharma","M Vohra, PA Patel, V Kohli, AB de Villiers, MM Ali, Mandeep Singh, C de Grandhomme, TG Southee, UT Yadav, Mohammed Siraj, YS Chahal",2018,39,League,runs,5.0,147.0,20.0,N,Royal Challengers Bengaluru,Sunrisers Hyderabad,0,1,Chasing,0,0
Rajasthan Royals,Punjab Kings,2018-05-08,Rajasthan Royals,bat,Rajasthan Royals,JC Buttler,Sawai Mansingh Stadium,Jaipur,"AM Rahane, JC Buttler, K Gowtham, SV Samson, BA Stokes, STR Binny, MK Lomror, JC Archer, JD Unadkat, IS Sodhi, Anureet Singh","KL Rahul, CH Gayle, R Ashwin, KK Nair, AD Nath, MK Tiwary, AR Patel, MP Stoinis, AJ Tye, MM Sharma, Mujeeb Ur Rahman",2018,40,League,runs,15.0,159.0,20.0,N,Punjab Kings,Rajasthan Royals,0,0,Chasing,0,0
Mumbai Indians,Kolkata Knight Riders,2018-05-09,Kolkata Knight Riders,field,Mumbai Indians,Ishan Kishan,Eden Gardens,Kolkata,"SA Yadav, E Lewis, RG Sharma, Ishan Kishan, HH Pandya, BCJ Cutting, KH Pandya, JP Duminy, MJ McClenaghan, M Markande, JJ Bumrah","SP Narine, CA Lynn, RV Uthappa, N Rana, AD Russell, KD Karthik, RK Singh, TK Curran, PP Chawla, Kuldeep Yadav, M Prasidh Krishna",2018,41,League,runs,102.0,211.0,20.0,N,Kolkata Knight Riders,Mumbai Indians,0,1,Chasing,0,0
Delhi Capitals,Sunrisers Hyderabad,2018-05-10,Delhi Capitals,bat,Sunrisers Hyderabad,S Dhawan,Arun Jaitley Stadium,Delhi,"PP Shaw, JJ Roy, SS Iyer, RR Pant, HV Patel, GJ Maxwell, V Shankar, LE Plunkett, S Nadeem, A Mishra, TA Boult","AD Hales, S Dhawan, KS Williamson, MK Pandey, Shakib Al Hasan, YK Pathan, SP Goswami, Rashid Khan, B Kumar, S Kaul, Sandeep Sharma",2018,42,League,wickets,9.0,188.0,20.0,N,Sunrisers Hyderabad,Delhi Capitals,1,0,Chasing,0,1
Chennai Super Kings,Rajasthan Royals,2018-05-11,Chennai Super Kings,bat,Rajasthan Royals,JC Buttler,Sawai Mansingh Stadium,Jaipur,"SR Watson, AT Rayudu, SK Raina, MS Dhoni, SW Billings, DJ Bravo, RA Jadeja, DJ Willey, Harbhajan Singh, SN Thakur, KV Sharma","JC Buttler, BA Stokes, AM Rahane, SV Samson, P Chopra, STR Binny, K Gowtham, JC Archer, Ankit Sharma, JD Unadkat, IS Sodhi",2018,43,League,wickets,4.0,177.0,20.0,N,Rajasthan Royals,Chennai Super Kings,1,0,Chasing,0,1
Delhi Capitals,Royal Challengers Bengaluru,2018-05-12,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,AB de Villiers,Arun Jaitley Stadium,Delhi,"PP Shaw, JJ Roy, SS Iyer, RR Pant, V Shankar, Abhishek Sharma, HV Patel, A Mishra, S Lamichhane, CJ Dala, TA Boult","PA Patel, MM Ali, V Kohli, AB de Villiers, Mandeep Singh, SN Khan, C de Grandhomme, TG Southee, UT Yadav, Mohammed Siraj, YS Chahal",2018,44,League,runs,31.0,246.0,20.0,N,Royal Challengers Bengaluru,Delhi Capitals,1,1,Chasing,1,0
Kolkata Knight Riders,Punjab Kings,2018-05-12,Punjab Kings,field,Kolkata Knight Riders,SP Narine,Holkar Cricket Stadium,Indore,"CA Lynn, SP Narine, RV Uthappa, AD Russell, KD Karthik, N Rana, Shubman Gill, JPR Scantlebury-Searles, PP Chawla, Kuldeep Yadav, M Prasidh Krishna","KL Rahul, CH Gayle, MA Agarwal, KK Nair, AJ Finch, AR Patel, R Ashwin, AJ Tye, BB Sran, MM Sharma, Mujeeb Ur Rahman",2018,45,League,wickets,5.0,182.0,20.0,N,Punjab Kings,Kolkata Knight Riders,0,1,Chasing,0,0
Mumbai Indians,Rajasthan Royals,2018-05-13,Rajasthan Royals,field,Rajasthan Royals,JC Buttler,Wankhede Stadium,Mumbai,"SA Yadav, E Lewis, RG Sharma, Ishan Kishan, HH Pandya, KH Pandya, BCJ Cutting, JP Duminy, MJ McClenaghan, M Markande, JJ Bumrah","DJM Short, JC Buttler, AM Rahane, SV Samson, BA Stokes, STR Binny, JC Archer, K Gowtham, S Gopal, JD Unadkat, DS Kulkarni",2018,46,League,wickets,8.0,180.0,20.0,N,Rajasthan Royals,Mumbai Indians,1,1,Chasing,1,1
Sunrisers Hyderabad,Chennai Super Kings,2018-05-13,Chennai Super Kings,field,Chennai Super Kings,AT Rayudu,Maharashtra Cricket Association Stadium,Pune,"S Dhawan, AD Hales, KS Williamson, MK Pandey, DJ Hooda, Shakib Al Hasan, SP Goswami, Rashid Khan, B Kumar, S Kaul, Sandeep Sharma","SR Watson, AT Rayudu, SK Raina, MS Dhoni, SW Billings, DJ Bravo, RA Jadeja, DJ Willey, Harbhajan Singh, DL Chahar, SN Thakur",2018,47,League,wickets,7.0,169.0,20.0,N,Chennai Super Kings,Sunrisers Hyderabad,1,1,Chasing,1,1
Punjab Kings,Royal Challengers Bengaluru,2018-05-14,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,UT Yadav,Holkar Cricket Stadium,Indore,"KL Rahul, CH Gayle, KK Nair, AJ Finch, MP Stoinis, MA Agarwal, AR Patel, R Ashwin, AJ Tye, MM Sharma, AS Rajpoot","V Kohli, PA Patel, MM Ali, AB de Villiers, Mandeep Singh, SN Khan, C de Grandhomme, TG Southee, UT Yadav, Mohammed Siraj, YS Chahal",2018,48,League,wickets,10.0,89.0,20.0,N,Royal Challengers Bengaluru,Punjab Kings,1,1,Chasing,1,1
Rajasthan Royals,Kolkata Knight Riders,2018-05-15,Kolkata Knight Riders,field,Kolkata Knight Riders,Kuldeep Yadav,Eden Gardens,Kolkata,"RA Tripathi, JC Buttler, AM Rahane, SV Samson, BA Stokes, STR Binny, K Gowtham, JD Unadkat, IS Sodhi, JC Archer, Anureet Singh","SP Narine, CA Lynn, RV Uthappa, N Rana, KD Karthik, AD Russell, Shubman Gill, Shivam Mavi, JPR Scantlebury-Searles, Kuldeep Yadav, M Prasidh Krishna",2018,49,League,wickets,6.0,143.0,20.0,N,Kolkata Knight Riders,Rajasthan Royals,1,1,Chasing,1,1
